branch_code,payment_method_code,year,month,total_issued,total_paid
1,3,2024,10,0.000000,824.000000
1,3,2024,11,0.000000,5300.000000
1,3,2024,12,0.000000,10375.000000
1,3,2025,1,0.000000,1943.000000
1,3,2025,2,0.000000,14234.000000
1,3,2025,3,0.000000,26545.000000
1,3,2025,4,0.000000,2983.000000
1,3,2025,5,0.000000,5387.000000
1,3,2025,6,0.000000,1831.000000
1,3,2025,7,0.000000,6787.500000
1,3,2025,8,0.000000,3466.000000
1,3,2025,9,0.000000,12289.000000
1,3,2025,10,0.000000,1792.000000
1,3,2025,11,0.000000,2080.000000
1,3,2025,12,0.000000,6074.000000
1,3,2026,1,0.000000,3130.000000
1,3,2026,2,0.000000,2554.000000
1,3,2026,3,0.000000,1935.000000
